ageband,imc,height,weight,hasSportHistoric,hasWalkingHistoric,gender,avgalt,dist,altDiff,currSpd,avgSpd,accumSub,accumDesc,totDist,modal,load,region,percentUphill,percentDownhill,day,month,hour,minute,diffic
1,24.48565200513601,183,82,1,1,0,212.9,4.1624684,-2,1.0114292,0.21052632,54,89,143,0,0,"Minho e Douro",37.7622377,62.2377622,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,280.55,5.677741,0.8999999999999773,0.88944,0.2972973,140,22,169,0,1,"Minho e Douro",82.8402366,13.0177514,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,211.05,4.296142,-1.700000000000017,0.93010306,0.2,54,93,147,0,0,"Minho e Douro",36.7346938,63.2653061,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,281.45,6.098981,0.8999999999999773,0.93988276,0.28947368,146,22,175,0,1,"Minho e Douro",83.4285714,12.5714285,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,283.6,6.011372,3.400000000000034,1.0170912,0.30769232,152,22,181,0,1,"Minho e Douro",83.9779005,12.1546961,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,209.45,4.7872314,-1.5,0.9615011,0.1904762,54,97,151,0,0,"Minho e Douro",35.7615894,64.2384105,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,286,5.963117,1.3999999999999773,0.76950973,0.3,157,22,186,0,1,"Minho e Douro",84.4086021,11.8279569,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,208.1,5.1292944,-1.1999999999999886,0.8703953,0.18181819,54,102,156,0,0,"Minho e Douro",34.6153846,65.3846153,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,285.95,5.4121113,-1.5,0.71700805,0.29268292,157,27,191,0,1,"Minho e Douro",82.1989528,14.1361256,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,206.85,4.4864755,-1.3000000000000114,0.9537803,0.17391305,54,106,160,0,0,"Minho e Douro",33.75,66.25,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,285.15,6.1288166,-0.0999999999999659,1.1565808,0.30952382,157,33,197,0,1,"Minho e Douro",79.6954314,16.751269,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,205.8,3.3494763,-0.799999999999983,0.5996514,0.16666667,54,109,163,0,0,"Minho e Douro",33.1288343,66.8711656,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,286,6.6859818,1.7999999999999545,0.82046723,0.30232558,163,33,203,0,1,"Minho e Douro",80.2955665,16.2561576,3,3,16,8,medium
1,24.48565200513601,183,82,1,1,0,204.75,5.3447633,-1.3000000000000114,0.8868664,0.16,54,114,168,0,0,"Minho e Douro",32.1428571,67.8571428,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,287.54999999999995,6.4180856,1.3000000000000114,1.0212089,0.3181818,169,33,209,0,1,"Minho e Douro",80.861244,15.7894736,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,203.7,5.295785,-0.799999999999983,0.9403975,0.15384616,54,119,173,0,0,"Minho e Douro",31.2138728,68.7861271,5,3,10,45,easy
1,24.48565200513601,183,82,1,1,0,288.6,7.1134963,0.8000000000000114,1.0294445,0.33333334,176,33,216,0,1,"Minho e Douro",81.4814814,15.2777777,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,202.8,4.491345,-1,0.84723276,0.14814815,54,123,177,0,0,"Minho e Douro",30.5084745,69.4915254,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,289.6,6.570201,1.1999999999999886,1.1293006,0.3478261,182,33,222,0,1,"Minho e Douro",81.9819819,14.8648648,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,201.9,4.3215714,-0.8000000000000114,0.8173789,0.14285715,54,127,181,0,0,"Minho e Douro",29.8342541,70.1657458,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,290.25,5.6812677,0.10000000000002274,0.9578981,0.34042552,187,33,227,0,1,"Minho e Douro",82.3788546,14.5374449,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,200.85,5.764552,-1.3000000000000114,0.99907583,0.13793103,54,132,186,0,0,"Minho e Douro",29.032258,70.9677419,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,290.55,5.713944,0.5,1.1416539,0.35416666,192,33,232,0,1,"Minho e Douro",82.7586206,14.2241379,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,199.5,5.0139923,-1.3999999999999773,0.8086286,0.13333334,54,137,191,0,0,"Minho e Douro",28.2722513,71.7277486,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,291.3,5.8179364,1,0.76950973,0.3469388,197,33,237,0,1,"Minho e Douro",83.1223628,13.9240506,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,291.6,4.2800074,-0.4000000000000341,0.7381117,0.34,197,37,241,0,1,"Minho e Douro",81.7427385,15.352697,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,198,4.3404555,-1.6000000000000227,0.7509797,0.12903225,54,141,195,0,0,"Minho e Douro",27.6923076,72.3076923,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,292.45,5.932051,2.1000000000000227,0.93164724,0.33333334,202,37,246,0,1,"Minho e Douro",82.1138211,15.0406504,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,196.45,5.4084687,-1.5,0.8302469,0.125,54,146,200,0,0,"Minho e Douro",27,73,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,195.25,5.8096385,-0.8999999999999773,0.8343647,0.121212125,54,151,205,0,0,"Minho e Douro",26.3414634,73.6585365,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,293.25,5.585722,-0.5,0.99753165,0.32692307,202,42,251,0,1,"Minho e Douro",80.4780876,16.7330677,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,194.4,5.548542,-0.8000000000000114,0.8842928,0.11764706,54,156,210,0,0,"Minho e Douro",25.7142857,74.2857142,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,292.65,4.6747656,-0.6999999999999886,0.79473114,0.3207547,202,46,255,0,1,"Minho e Douro",79.2156862,18.0392156,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,193.6,5.460128,-0.8000000000000114,0.79884887,0.114285715,54,161,215,0,0,"Minho e Douro",25.116279,74.8837209,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,292.20000000000005,6.9264865,-0.19999999999998863,1.041283,0.33333334,202,52,261,0,1,"Minho e Douro",77.394636,19.9233716,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,192.75,5.3569307,-0.8999999999999773,0.89510196,0.11111111,54,166,220,0,0,"Minho e Douro",24.5454545,75.4545454,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,191.95,5.467729,-0.700000000000017,0.9419417,0.10810811,54,171,225,0,0,"Minho e Douro",24,76,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,294.25,6.5371156,4.2999999999999545,1.1159178,0.34545454,208,52,267,0,1,"Minho e Douro",77.9026217,19.4756554,3,3,16,9,medium
1,24.48565200513601,183,82,1,1,0,191.3,4.825022,-0.5999999999999943,0.64957947,0.10526316,54,175,229,0,0,"Minho e Douro",23.580786,76.4192139,5,3,10,46,easy
1,24.48565200513601,183,82,1,1,0,297.29999999999995,6.8443785,1.8000000000000114,1.0454009,0.35714287,214,52,273,0,1,"Minho e Douro",78.3882783,19.047619,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,190.8,4.0559697,-0.4000000000000057,0.52656084,0.102564104,54,179,233,0,0,"Minho e Douro",23.1759656,76.8240343,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,298.65,5.630593,0.9000000000000341,0.9167203,0.3508772,219,52,278,0,1,"Minho e Douro",78.7769784,18.7050359,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,190.39999999999998,4.7678742,-0.4000000000000057,0.7623036,0.1,54,183,237,0,0,"Minho e Douro",22.7848101,77.2151898,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,189.95,5.2280836,-0.5,0.8050256,0.09756097,54,188,242,0,0,"Minho e Douro",22.3140495,77.6859504,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,300,7.30206,1.7999999999999545,0.9553245,0.3448276,226,52,285,0,1,"Minho e Douro",79.2982456,18.245614,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,189.5,5.896315,-0.39999999999997726,0.9965022,0.0952381,54,193,247,0,0,"Minho e Douro",21.8623481,78.1376518,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,302.15,7.098645,2.5,1.0021641,0.3559322,233,52,292,0,1,"Minho e Douro",79.7945205,17.8082191,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,303.45,5.5857263,0.10000000000002274,0.9805458,0.35,238,52,297,0,1,"Minho e Douro",80.1346801,17.5084175,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,189.3,5.2715783,0,0.9496625,0.093023255,54,193,252,0,0,"Minho e Douro",21.4285714,76.5873015,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,189.35000000000002,6.1938834,0.09999999999999432,0.96922195,0.09090909,60,193,258,0,0,"Minho e Douro",23.2558139,74.8062015,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,304,5.398566,1,1.0294445,0.36065573,243,52,302,0,1,"Minho e Douro",80.4635761,17.218543,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,304.7,5.687885,0.39999999999997726,1.0340769,0.37096775,248,52,307,0,1,"Minho e Douro",80.7817589,16.9381107,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,189.35000000000002,5.892923,-0.09999999999999432,1.0057672,0.11111111,60,198,263,0,0,"Minho e Douro",22.8136882,75.2851711,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,305.29999999999995,5.476115,0.8000000000000114,1.0145175,0.3809524,253,52,312,0,1,"Minho e Douro",81.0897435,16.6666666,3,3,16,10,medium
1,24.48565200513601,183,82,1,1,0,306.15,5.3573794,0.9000000000000341,1.1720225,0.390625,258,52,317,0,1,"Minho e Douro",81.3880126,16.4037854,3,3,16,10,easy
1,24.48565200513601,183,82,1,1,0,189.35000000000002,5.9484086,0.09999999999999432,0.9995906,0.10869565,65,198,268,0,0,"Minho e Douro",24.2537313,73.880597,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,306.70000000000005,5.4963155,0.19999999999998863,1.0690781,0.4,263,52,322,0,1,"Minho e Douro",81.6770186,16.1490683,3,3,16,10,easy
1,24.48565200513601,183,82,1,1,0,189.5,6.649443,0.19999999999998863,1.1854053,0.12765957,71,198,274,0,0,"Minho e Douro",25.9124087,72.2627737,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,306.95000000000005,5.2833166,0.30000000000001137,1.0423125,0.4090909,268,52,327,0,1,"Minho e Douro",81.9571865,15.9021406,3,3,16,10,easy
1,24.48565200513601,183,82,1,1,0,189.75,6.2246475,0.30000000000001137,1.1473159,0.14583333,77,198,280,0,0,"Minho e Douro",27.5,70.7142857,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,307.25,5.8143888,0.2999999999999545,1.1293006,0.41791046,273,52,332,0,1,"Minho e Douro",82.2289156,15.6626506,3,3,16,10,easy
1,24.48565200513601,183,82,1,1,0,307.5,5.584751,0.20000000000004547,1.0618719,0.42647058,278,52,337,0,1,"Minho e Douro",82.4925816,15.430267,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,190.10000000000002,5.9766307,0.4000000000000057,0.9496625,0.14285715,82,198,285,0,0,"Minho e Douro",28.7719298,69.4736842,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,307.70000000000005,5.7229285,0.19999999999998863,1.2332745,0.4347826,283,52,342,0,1,"Minho e Douro",82.748538,15.2046783,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,194.45,11.547032,8.299999999999983,1.1030498,0.16,93,198,296,0,0,"Minho e Douro",31.4189189,66.8918918,5,3,10,47,easy
1,24.48565200513601,183,82,1,1,0,199.2,6.304555,1.200000000000017,0.99701697,0.15686275,99,198,302,0,0,"Minho e Douro",32.7814569,65.5629139,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,308,5.4761076,0.39999999999997726,0.97591335,0.42857143,288,52,347,0,1,"Minho e Douro",82.9971181,14.9855907,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,200,6.589905,0.39999999999997726,1.0021641,0.17307693,105,198,308,0,0,"Minho e Douro",34.090909,64.2857142,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,308.45,4.8522873,0.5,1.0160617,0.43661973,292,52,351,0,1,"Minho e Douro",83.1908831,14.8148148,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,200.25,6.224635,0.10000000000002274,1.043342,0.18867925,111,198,314,0,0,"Minho e Douro",35.3503184,63.0573248,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,201.2,5.5062003,1.799999999999983,1.0613573,0.2037037,116,198,319,0,0,"Minho e Douro",36.3636363,62.0689655,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,308.6,5.3309293,-0.19999999999998863,1.1159178,0.44444445,292,57,356,0,1,"Minho e Douro",82.0224719,16.0112359,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,200.25,16.43931,47.10000000000002,1.14886,1,16,0,16,0,1,"Minho e Douro",100,0,8,3,14,32,easy
1,24.48565200513601,183,82,1,1,0,225.65,7.8531156,3.6999999999999886,0.34898168,0.5,23,0,23,0,1,"Minho e Douro",100,0,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,308.85,6.1952467,0.6999999999999886,1.1200355,0.4520548,298,57,362,0,1,"Minho e Douro",82.3204419,15.7458563,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,202.35,5.0269537,0.5,0.9177497,0.2,121,198,324,0,0,"Minho e Douro",37.345679,61.1111111,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,227.1,6.245106,-0.8000000000000114,0.76539195,0.33333334,23,6,29,0,1,"Minho e Douro",79.3103448,20.6896551,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,202.55,4.569957,-0.09999999999999432,0.7859808,0.19642857,121,202,328,0,0,"Minho e Douro",36.8902439,61.5853658,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,309.4,5.570538,0.4000000000000341,1.1308447,0.45945945,303,57,367,0,1,"Minho e Douro",82.5613079,15.5313351,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,230.2,5.760128,7,0.89973444,0.25,28,6,34,0,1,"Minho e Douro",82.3529411,17.6470588,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,309.70000000000005,5.9414563,0.19999999999998863,1.1560661,0.46666667,308,57,372,0,1,"Minho e Douro",82.7956989,15.3225806,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,202.25,5.0198965,-0.5,0.83282053,0.19298245,121,207,333,0,0,"Minho e Douro",36.3363363,62.1621621,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,236.39999999999998,5.1707435,5.400000000000006,0.99495804,0.2,33,6,39,0,1,"Minho e Douro",84.6153846,15.3846153,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,201.95,4.863897,-0.09999999999999432,0.8662775,0.18965517,121,211,337,0,0,"Minho e Douro",35.9050445,62.6112759,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,242,5.2464824,5.800000000000011,1.0937847,0.33333334,38,6,44,0,1,"Minho e Douro",86.3636363,13.6363636,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,309.85,5.7650647,0.0999999999999659,1.1725372,0.47368422,313,57,377,0,1,"Minho e Douro",83.0238726,15.1193633,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,245.95,5.9360685,2.0999999999999943,1.161728,0.42857143,43,6,49,0,1,"Minho e Douro",87.755102,12.2448979,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,201.65,5.305436,-0.5,0.9198086,0.18644068,121,216,342,0,0,"Minho e Douro",35.3801169,63.1578947,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,245.14999999999998,5.192283,7.900000000000006,0.9270147,0,5,0,5,0,0,"Minho e Douro",100,0,13,3,16,30,easy
1,24.48565200513601,183,82,1,1,0,309.9,5.8237753,0,1.2126856,0.48051947,313,57,382,0,1,"Minho e Douro",81.9371727,14.9214659,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,201.25,5.398115,-0.30000000000001137,0.93061775,0.18333334,121,221,347,0,0,"Minho e Douro",34.870317,63.6887608,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,247.2,7.263202,0.4000000000000057,1.3218067,0.5,50,6,56,0,1,"Minho e Douro",89.2857142,10.7142857,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,248,3.8792744,-2.1999999999999886,0.9470889,0,5,3,8,0,0,"Minho e Douro",62.5,37.5,13,3,16,30,easy
1,24.48565200513601,183,82,1,1,0,309.85,6.1982827,-0.0999999999999659,1.2641578,0.4871795,313,63,388,0,1,"Minho e Douro",80.670103,16.2371134,3,3,16,11,easy
1,24.48565200513601,183,82,1,1,0,247.35000000000002,7.284593,-0.09999999999999432,1.0011348,0.5555556,50,13,63,0,1,"Minho e Douro",79.3650793,20.6349206,8,3,14,33,easy
1,24.48565200513601,183,82,1,1,0,244.25,3.1150565,-5.300000000000011,1.0855491,0.33333334,5,6,11,0,0,"Minho e Douro",45.4545454,54.5454545,13,3,16,30,easy
1,24.48565200513601,183,82,1,1,0,201.1,4.863894,0,0.8637039,0.18032786,121,221,351,0,0,"Minho e Douro",34.4729344,62.9629629,5,3,10,48,easy
1,24.48565200513601,183,82,1,1,0,310.35,6.000933,1.099999999999966,1.0618719,0.49367088,319,63,394,0,1,"Minho e Douro",80.964467,15.9898477,3,3,16,11,easy
